item,body,rating
World Wide Stout,"1000th BA review - 12 ounce bottle purchased in Redding, CA at a BevMo in August 2017. 6 ounce pour. 
Pours a rich black colour with scant brown head that emerges briefly with swirling. 
Aroma awakens as warms - bready malt, caramel, fudge; there is a note of raisin, brown sugar, but also a bit of char and some wafting booziness. 
Taste is a bittersweet blend of cocoa, toffee, brown sugar, a hint of coffee, raisin, and bready malt with an earthy hop bite. The sweetness is accented by the distinct booziness that manages to not be overpowering (but this is a sipper). 
Full rich mouthfeel - sweet but never cloying - leaving with that warming boozy after burn.",4.57
World Wide Stout,,5
World Wide Stout,,4.5
World Wide Stout,"A: Pours a very bark black color. The head on top is a deep brown. By the looks of it, you know it's going to be strong.  
 
S: The smell of this beer consists of both bourbon and coffee. The aroma lets you know that the taste will be rich. 
 
T: Very Rich in flavor. You can taste chocolate, coffee, plum and bourbon. The beer is very rich an wonderful with it's taste.  
 
MF: This is a heavy full bodied beer.  
 
O: Excellent imperial stout. I toughly enjoyed this one.",4.85
World Wide Stout,,3.81
World Wide Stout,Pours dark as night. Tan foam. Earthy aroma. Big sweet roasted malt body. Cocoa and coffee. Very heavy. Alcohol not as prominent as you would think. Bitter finish. A very good imperial stout.,4.25
World Wide Stout,,4.44
OAKED Arrogant Bastard Ale,,4
OAKED Arrogant Bastard Ale,,3.99
OAKED Arrogant Bastard Ale,,3.75
OAKED Arrogant Bastard Ale,"12 fl. oz. bottle, thanks to my son Steinar. ABV is 7.2%. Cloudy dark brown colour, big and creamy tan head. Very nice aroma of fruity American hops and oak, blackcurrants, marmelade, some vinous notes too. The mouthfeel is first soft and creamy and the flavour is first fruity smooth and alluring, then a treacherous and distinct hoppy bitterness sets in, accompanied by oaky and smoky notes. Very bitter aftertaste. An ""arrogant"" beer, perhaps - but not quite as arrogant as I feared. I am worthy!",3.95
OAKED Arrogant Bastard Ale,,4.63
OAKED Arrogant Bastard Ale,,3
OAKED Arrogant Bastard Ale,,4.08
OAKED Arrogant Bastard Ale,,5
OAKED Arrogant Bastard Ale,,4.25
OAKED Arrogant Bastard Ale,,4
OAKED Arrogant Bastard Ale,"Reviewed from notes. 
 
Pours a reddish brown from the 22 ounce bottle, excellent clarity. Off white, foamy head that was generous and lasted for a time before reducing to a nice, foamy cap. 
 
The smell is not as aggressive as anticipated. I get a sweet impression - caramel/toffee and sweet dark fruits - raisin/fig maybe date. There's enough resinous pine to give a promise of a hefty bitterness, but there are also softer floral notes, an earthiness, a very slight citrus zest. The malts weigh in with biscuits and toast. Spicy like cloves. 
 
The taste delivers on what's promised by the smell. Caramel and toffee lead followed by sweet dark fruit. This rides on the back of the toast and biscuit flavors. Then other flavors come along - a woodiness from the oak, floral, earthy, definite citrus zest resembling orange, and big but not unpleasant sharp bitterness. No sign of the ABV whatsoever. While it could be jagged, everything comes together for a smooth experience. 
 
Everything lingers into the aftertaste. It's got a nice, sticky feel without being overly cloying. Carbonation seems medium and appropriate for this beer. Smooth and creamy. Oddly the beer ""feels good"". 
 
Overall, this was a smooth-drinking flavor bomb. Layered and integrated very nicely even with the substantial kick of bitterness. Well done.",4.18
KBS - Blueberry,,4.5
KBS - Blueberry,,4.41
KBS - Blueberry,,3.62
KBS - Blueberry,,4.07
KBS - Blueberry,,4
KBS - Blueberry,,3.96
KBS - Blueberry,"Pours a beautiful dark chocolate with a two finger head. Aroma is deeply bourbon, chocolate and blueberry. Taste is less complex, with blueberry first then bourbon. Chocolate follows at the end. Still, one of the better blueberry brews out there.",3.99
Oktoberfest (Festbier 2023),"Canned 8.1.23 
 
Purchased at the dabc for $2.09 (dumb price) 
 
Poured at fridge temp into a dimple mug 
 
Pours clear darker golden with some amber tints and a generous 3F head. Settled down into a mid ring and cap. 4 
 
Hop punch is the first thing that came to mind. Pungent, clear and clean distinctly noble/earthy. 4 
 
Big biscuit and earthy hops. Some light bread crust and hint of pepper. 4 
 
Body is a sweet spot, I think the 6% abv lends toward a just above medium body that has a touch of chewiness and heft. 4.25 
 
Overall this was one I thoroughly enjoyed, and makes me nearly reconsider my preference of märzen. 4",4.03
Oktoberfest (Festbier 2023),,3.5
Oktoberfest (Festbier 2023),"If you were a fan, as I was, of the 2021 Oktoberfest from SN (couldn’t get the 2022) you will be disappointed with this most recent version. Don’t get me wrong, it’s a nice little beer just nowhere the same. More hops, less caramel, less body, less mouthfeel, different style. I encourage others to try just one bottle/can and decide for yourself before expecting this beer to live up to its once great reputation.",4.15
Oktoberfest (Festbier 2023),,3.75
Oktoberfest (Festbier 2023),,3.79
Oktoberfest (Festbier 2023),"Canned 7/23/2023 
 
Appearance - golden amber body with white head 
 
Smell - toasted grain, biscuit 
 
Taste - malty, biscuit, dough, toasted grain, hint of honey 
 
Mouthfeel - medium bodied, medium plus carbonation, slight malt sweetness upfront, snappy hops on the back end 
 
Overall - this is a rock solid version of a festbier, easy drinking and enjoyable - certainly worth a try 
 
Price Point - $2.99/ 12 oz can",4.02
Oktoberfest (Festbier 2023),,4.17
Oktoberfest (Festbier 2023),,3.93
Oktoberfest (Festbier 2023),"Appearance: Clear gold, big head. 
 
Smell: Hay, mild sweetness. 
 
Taste: Mild sweetness, honeyed bread, then a little hoppy spiciness. More bread and light spice, maybe some hay notes. Nice drinking with medium body, not too filling. 
 
Overall: A very nice octoberfest wiesn beer, I much prefer this style over marzen style. This is a little spicy-hoppy, but that's fine with me, a very good beer to my taste buds.",4.03
Oktoberfest (Festbier 2023),Ugh! Buy something else. This is the worst Oktoberfest I have ever had. I will never buy it again. If I could return it to the store I would. It's that bad.,2.16
Oktoberfest (Festbier 2023),,3.84
Oktoberfest (Festbier 2023),"Smell: Beer 
Look: it's in a can 
Taste: YUCK-- it's an IPA 
Pour: Down the drain.",2.06
Oktoberfest (Festbier 2023),"Copper in color. Smells & tastes hoppy. After reading the description of the beer, the punch of hops was their goal, but I think it’s too hoppy for an Octoberfest beer style.",3.25
Resin,"As one gets older, variety in the house gives way to what you like in the house. Living in NY has one perk in that you can get everything. This is my house beer. If you can get them fresh, get them. It's a man's beer. Screw it if that's not Kosher.",4.75
Resin,"This is a big beer, obviously. At 9.1% it does come across a little boozy which does effect the texture or feel of the beer a bit. That is to be expected with these bigger IPAs though.. Honestly one of my go-tos for a bit, big, fun, citrusy, juicy, resinous, all of the adjectives.",4.43
Resin,"Pours orange gold with off white persistent head and excellent lacing. 
 
Aromas of resin, floral notes and soapy earth.  
 
The flavors are mostly resin and earth with only a touch of bready malt and grapefruit. Some booze and diesel on the back-end of the palate. 
 
Extremely lively and drying mouthfeel, which helps make this one pretty drinkable. 
 
Epic levels of hop bitterness. A little simple and rough in that regard, but I get what they were going for here. Solid.",3.91
Trois Pistoles,,4.4
Trois Pistoles,,4.38
Trois Pistoles,,4.1
Trois Pistoles,,4.08
Trois Pistoles,"12oz bottle into a tulip. Best by 10/08/24. 
 
Looks outstanding in the glass. Darkest brown body with a generous cream colored head. Scattered lacing. 
 
Malty dark fruit aroma. 
 
Clean, smooth, strong, dark. Lots of dark fruit and a light spice hit at the end. 
 
Mouth full, finish fruity with that mild spice note. 
 
Overall, fine interpretation of the style and dangerously drinkable.",4.21
Trois Pistoles,"12oz bottle best by date 10/08/24 into a 12oz tulip glass. 
L: Pours clear dark ruby mahogany brown w a 2"" fizzy, active, turgid, thick & creamy khaki head, lively carbo, great retention, moderately thick lacing, banding, sheeting. 
S: Red apple skin, wood, light vinegar, cherries, dark fruits, caramelized malts, a hint of brown bread, raisins, a suggestion of clove. 
T: Sweet caramelized toasted malts, red grapes, a hint of pastry dough, light woody rum, yeast, a hint of chocolate, toffee, spice cake, ginger? Bitterness lingers med-long in the finish. 
F: Fairly robust, lively and mildly assertive medium-bodied feel w a lofty palate and a fairly drying finish that lingers. Over time beer calms and becomes moderately smooth. 
O: Much palate flavor to this exceptional Belgian-styled ale. It is a pleasure to drink this beer. Said bottle is from a variety 6pk. Each beer is simply outstanding. All have a common identity in taste & feel through a central axis of yeast which links them. Quite easy drinking and outstanding in its style.",4.48
Ruthless Rye IPA,,4.02
Ruthless Rye IPA,"Ruthless Rye IPA 
 
Sierra Nevada Brewing Co. 
 
IPA-Rye 
 
A malty, brown sugar and earthy rye aroma. Malt hefty with a nice earthy, rye, dryness, and burnt caramel style sweetness in the finish. Smooth mostly with a slightly dry feel. Rye is a favorite adjunct within a classic, malt heavy American IPA style.",3.68
Ruthless Rye IPA,,4.02
Ruthless Rye IPA,,4
Ruthless Rye IPA,"Phenomenal beer. I'm sure the only reason I love it so much is because the rye flavor is rare. Strange black-pepper musk, in smell and flavor, overall a hyper-exaggerated wheat ale. If you took the wheat flavor of a red/brown-colored/rich ale, and gave it steroids, you'd get this beer. (sidenote: I'm seeing if this posts, forgot to click submit and woke up next day to do so, and said error no sign in even though I was.)",4.58
Ruthless Rye IPA,"From a 12oz bottle dated 4/13/23 into a pint glass. 
 
Pours a translucent copper color with about a finger and a half of slightly off-white head. 
 
Smells of spicy pine and a bit of earth and freshly cut grass. 
 
Nice spicy (rye) kick to the piney bitterness in the taste. 
 
Medium to full-bodied sticky mouthfeel. Bitter aftertaste. Medium carbonation. 
 
Haven't had a ton of rye IPAs but this one is pleasant enough.",4.24
Ruthless Rye IPA,"Poured from 12-ounce bottle into a tulip style glass. This is one beautiful pour: clear amber color, with orange highlights and a thick white head. Good retention, lots of pretty curtain lacing. Brewer's notes are spot-on. Citrusy and herbal aromas, with a floral overtone. These carry over to the palate, with a strong caramel malt backbone and a spicy note and lots of bitterness lingering on the finish. Much better drinking after it warms from fridge temperature for a few minutes. Overall, an excellent beer.",3.83
